1400 3 1 2 3
-14.0000000   3.2755489   0.0000000   3.2759000   0.0000000   3.2762895   0.0000000 
-13.9800000   3.2746142   0.0000000   3.2749650  -0.0000000   3.2753501  -0.0000000 
-13.9600000   3.2736791   0.0000000   3.2740302  -0.0000000   3.2744159  -0.0000000 
-13.9400000   3.2727444  -0.0000000   3.2730907   0.0000000   3.2734836   0.0000001 
-13.9200000   3.2718085   0.0000000   3.2721550   0.0000000   3.2725483  -0.0000000 
-13.9000000   3.2708684  -0.0000000   3.2712121  -0.0000001   3.2716125  -0.0000000 
-13.8800000   3.2699333  -0.0000000   3.2702772  -0.0000000   3.2706779  -0.0000000 
-13.8600000   3.2689918  -0.0000000   3.2693360  -0.0000000   3.2697288  -0.0000000 
-13.8400000   3.2680497   0.0000000   3.2683973   0.0000000   3.2687887  -0.0000000 
-13.8200000   3.2671093  -0.0000000   3.2674559   0.0000000   3.2678444  -0.0000000 
-13.8000000   3.2661736   0.0000033   3.2665135  -0.0000002   3.2669134   0.0000001 
-13.7800000   3.2652269  -0.0000000   3.2655671   0.0000000   3.2659672  -0.0000000 
-13.7600000   3.2642839  -0.0000000   3.2646244   0.0000000   3.2650249  -0.0000000 
-13.7400000   3.2633442  -0.0000000   3.2636777   0.0000000   3.2640837  -0.0000000 
-13.7200000   3.2623985  -0.0000000   3.2627323   0.0000000   3.2631386   0.0000000 
-13.7000000   3.2614530  -0.0000000   3.2617870   0.0000000   3.2621937   0.0000000 
-13.6800000   3.2605065  -0.0000000   3.2608407  -0.0000000   3.2612477   0.0000000 
-13.6600000   3.2595593  -0.0000000   3.2598931  -0.0000000   3.2603004   0.0000000 
-13.6400000   3.2586131   0.0000000   3.2589440  -0.0000000   3.2593522  -0.0000000 
-13.6200000   3.2576624  -0.0000000   3.2579935  -0.0000000   3.2584021   0.0000000 
-13.6000000   3.2567125   0.0000000   3.2570428   0.0000000   3.2574527  -0.0000000 
-13.5800000   3.2557619   0.0000000   3.2560841   0.0000000   3.2565026   0.0000000 
-13.5600000   3.2548093  -0.0000000   3.2551266   0.0000000   3.2555506  -0.0000000 
-13.5400000   3.2538595   0.0000005   3.2541764   0.0000000   3.2545956  -0.0000000 
-13.5200000   3.2529059   0.0000000   3.2532206   0.0000000   3.2536431  -0.0000000 
-13.5000000   3.2519521  -0.0000000   3.2522700  -0.0000000   3.2526856   0.0000000 
-13.4800000   3.2509942  -0.0000000   3.2513146   0.0000000   3.2517350  -0.0000000 
-13.4600000   3.2500381  -0.0000000   3.2503588   0.0000000   3.2507795  -0.0000000 
-13.4400000   3.2490837  -0.0000000   3.2494047   0.0000000   3.2498192   0.0000000 
-13.4200000   3.2481253  -0.0000000   3.2484444  -0.0000000   3.2488611  -0.0000000 
-13.4000000   3.2471674  -0.0000000   3.2474868  -0.0000000   3.2479039  -0.0000000 
-13.3800000   3.2462058  -0.0000000   3.2465247  -0.0000000   3.2469455  -0.0000000 
-13.3600000   3.2452472  -0.0000000   3.2455620  -0.0000000   3.2459854  -0.0000000 
-13.3400000   3.2442788  -0.0000000   3.2445938   0.0000000   3.2450176  -0.0000000 
-13.3200000   3.2433176  -0.0000000   3.2436348  -0.0000000   3.2440564  -0.0000000 
-13.3000000   3.2423526  -0.0000000   3.2426701  -0.0000000   3.2430920  -0.0000000 
-13.2800000   3.2413883  -0.0000000   3.2417059   0.0000000   3.2421283  -0.0000000 
-13.2600000   3.2404288  -0.0000000   3.2407382   0.0000000   3.2411694  -0.0000000 
-13.2400000   3.2394616   0.0000000   3.2397659   0.0000000   3.2402010  -0.0000000 
-13.2200000   3.2384935   0.0000000   3.2387948   0.0000000   3.2392334  -0.0000000 
-13.2000000   3.2375265   0.0000000   3.2378249   0.0000000   3.2382669  -0.0000000 
-13.1800000   3.2365601  -0.0000000   3.2368587   0.0000000   3.2373011  -0.0000000 
-13.1600000   3.2355896  -0.0000000   3.2358885   0.0000000   3.2363276  -0.0000000 
-13.1400000   3.2346191   0.0000000   3.2349211  -0.0000000   3.2353567  -0.0000000 
-13.1200000   3.2336473   0.0000000   3.2339480   0.0000000   3.2343847  -0.0000000 
-13.1000000   3.2326744  -0.0000000   3.2329740  -0.0000000   3.2334118  -0.0000000 
-13.0800000   3.2316955  -0.0000000   3.2319942  -0.0000000   3.2324378  -0.0000000 
-13.0600000   3.2307257  -0.0000000   3.2310229  -0.0000000   3.2314630  -0.0000000 
-13.0400000   3.2297498  -0.0000000   3.2300459  -0.0000000   3.2304872  -0.0000000 
-13.0200000   3.2287731  -0.0000000   3.2290679  -0.0000000   3.2295103  -0.0000000 
-13.0000000   3.2277939  -0.0000000   3.2280824  -0.0000000   3.2285317  -0.0000000 
-12.9800000   3.2268117  -0.0000000   3.2271037  -0.0000000   3.2275529  -0.0000000 
-12.9600000   3.2258281  -0.0000000   3.2261240  -0.0000000   3.2265737  -0.0000000 
-12.9400000   3.2248496  -0.0000000   3.2251450  -0.0000000   3.2255951  -0.0000000 
-12.9200000   3.2238673  -0.0000000   3.2241606  -0.0000000   3.2246111  -0.0000000 
-12.9000000   3.2228912  -0.0000000   3.2231788  -0.0000000   3.2236281  -0.0000000 
-12.8800000   3.2219073   0.0000000   3.2221937  -0.0000000   3.2226442  -0.0000000 
-12.8600000   3.2209214   0.0000000   3.2212076  -0.0000000   3.2216588  -0.0000000 
-12.8400000   3.2199365   0.0000000   3.2202206  -0.0000000   3.2206734  -0.0000000 
-12.8200000   3.2189480   0.0000000   3.2192314  -0.0000000   3.2196851  -0.0000000 
